PM1-ug-m3,PM25-ug-m3,PM10-ug-m3,ParticleNumber-Nr-cm3,BlackCarbon-ug-m3,pPAHs-ng-m3,ActiveSurfaceArea-mm2-m3
12.431,12.973,17.127,21694,1.7925,18,330
12.979,13.516,18.623,21597,1.7951,18,330
11.33,11.887,15.095,21344,1.2533,18,330
10.771,10.771,11.892,21359,1.3178,18,330
11.335,11.335,12.441,21357,1.8062,18,330
11.897,11.897,12.99,21508,1.4816,14,286
11.897,12.446,15.108,21628,1.4489,14,286
11.897,11.897,16.137,21692,1.314,14,286
11.345,11.902,13.533,21658,2.2115,14,286
11.345,11.902,12.995,21571,0.88511,14,286
11.902,11.902,14.592,21403,0.26299,14,286
11.906,11.906,13.001,21502,1.8977,14,286
13,13,14.597,21674,1.8877,14,286
13,13.538,15.636,21628,1.5836,14,286
11.906,11.906,13.538,21642,1.6444,15,26
11.349,11.349,12.457,21290,3.1727,15,26
11.349,11.906,12.456,21620,2.5278,15,26
11.349,11.349,12.456,25393,0.80792,15,26
11.349,11.349,11.906,36692,0.62259,15,26
11.349,11.906,12.456,42768,1.0993,15,26
11.906,11.906,13,42299,1.5959,15,26
11.906,11.906,14.07,39829,1.3302,15,26
12.451,12.994,14.064,38833,2.4018,15,26
13.538,14.07,17.162,38067,2.5933,15,26
11.901,12.451,17.656,37253,1.9629,17,31
11.901,12.451,16.651,37538,0.73367,17,31
10.78,11.344,15.63,40195,1.6661,17,31
11.901,11.901,14.591,37700,2.4019,17,31
11.901,11.901,12.994,31894,2.8758,17,31
12.446,12.446,12.989,31374,1.8601,17,31
12.446,12.446,13.527,30886,2.1418,17,31
11.896,12.446,13.527,30347,1.058,17,31
11.896,12.446,12.989,30439,1.3419,17,31
11.901,11.901,13.532,30135,2.6789,17,31
11.901,11.901,13.532,29666,3.6081,19,58
12.451,12.451,14.064,29176,2.6787,19,58
11.901,12.451,12.994,29461,0.93902,19,58
12.451,12.994,12.994,29199,0.52527,19,58
11.901,12.451,13.532,28979,1.6449,19,58
11.901,12.451,13.532,28897,1.344,19,58
14.591,14.591,16.143,28918,2.1587,19,58
18.645,19.135,21.536,29032,1.9325,19,58
14.064,14.064,16.651,29160,1.6455,19,58
12.451,12.451,14.064,29168,1.6108,19,58
12.994,12.994,14.064,28772,1.1795,20,77
12.989,13.527,15.624,28659,2.2796,20,77
11.896,12.446,15.107,28288,1.8003,20,77
12.983,12.983,14.579,28344,1.7544,20,77
12.983,12.983,15.617,28844,2.1055,20,77
11.891,11.891,13.521,28646,0.91485,20,77
11.334,11.891,11.891,28682,0.69056,20,77
11.891,11.891,12.44,29069,0.87932,20,77
12.435,12.435,13.515,28969,1.9509,20,77
11.881,11.881,13.509,29112,2.6934,20,77
12.43,12.43,15.087,29554,1.9762,25,143
11.881,12.43,17.626,29581,2.7958,25,143
12.972,12.972,15.604,29077,2.4782,25,143
13.504,13.504,15.081,29203,2.2551,25,143
13.509,14.04,15.604,29020,2.0785,25,143
14.035,14.56,16.109,28995,0.80902,25,143
13.498,13.498,15.075,29611,2.0672,25,143
12.419,12.961,14.029,29669,2.2402,25,143
12.956,13.492,14.023,29565,2.6668,25,143
14.542,15.062,16.088,29417,1.5538,25,143
15.57,15.57,16.081,29946,1.2308,22,90
14.529,15.049,16.074,29679,0.68919,22,90
13.481,14.011,16.081,29727,0.95632,22,90
13.481,13.481,16.587,30662,1.8426,22,90
14.529,14.529,16.581,30586,1.3967,22,90
15.055,15.57,17.588,30414,1.6797,22,90
14.535,15.055,17.09,30081,0.6841,22,90
14.535,14.535,18.574,28719,2.8568,22,90
14.535,15.055,18.083,29173,2.1369,22,90
15.055,15.57,18.083,29347,3.5054,22,90
16.074,16.074,18.075,29942,2.3432,22,70
15.564,15.564,17.581,29629,1.4315,22,70
15.57,15.57,17.588,30075,1.5402,22,70
16.074,16.581,17.083,31310,2.0471,22,70
16.067,16.573,19.53,31434,3.2357,22,70
15.036,15.036,18.55,31244,0.22317,22,70
15.036,15.036,16.566,31802,1.2616,22,70
15.036,15.036,16.061,31534,2.9451,22,70
13.458,13.987,15.544,31322,4.3251,22,70
13.452,13.452,15.023,31329,2.6128,22,70
12.917,12.917,14.504,31335,0.90467,19,1
12.912,13.446,16.04,31250,1.8319,19,1
13.44,13.44,16.033,31344,2.2096,19,1
13.44,13.969,15.01,30985,2.8616,19,1
13.44,13.44,13.969,31216,1.5502,19,1
12.9,13.434,14.486,31163,2.4665,19,1
12.9,12.9,14.486,31092,2.8852,19,1
14.997,14.997,16.523,30939,2.8434,19,1
19.471,19.471,20.9,30664,1.4431,19,1
20.9,20.9,22.767,31664,2.1758,19,1
20.9,20.9,24.14,32208,3.9251,20,32
18.987,19.469,21.369,31531,2.7754,20,32
18.988,18.988,19.95,31252,2.3647,20,32
19.94,19.94,24.128,30944,4.0178,20,32
19.461,19.461,21.827,30497,9.9511,20,32
19.461,19.461,21.36,30354,15.909,20,32
18.987,18.987,20.425,30119,14.355,20,32
18.978,18.978,20.416,30270,13.351,20,32
20.88,20.88,23.662,31408,12.769,20,32
23.205,23.205,26.36,35136,12.673,76,46
19.452,19.931,23.662,36242,13.41,76,46
18.485,18.97,21.351,37934,11.331,76,46
18.477,18.962,19.444,37203,10.645,76,46
18.954,19.435,19.914,37355,10.086,76,46
19.435,19.435,20.39,35090,12.651,76,46
18.946,18.946,20.381,40453,12.448,76,46
18.946,19.427,20.853,42474,13,76,46
19.427,19.905,20.853,41174,10.276,76,46
18.936,19.417,21.312,39731,10.326,76,46
19.904,19.904,22.252,39382,10.436,122,45
19.426,19.426,23.173,37806,11.733,122,45
19.434,19.913,23.183,37034,11.105,122,45
20.379,20.379,22.714,36728,10.892,122,45
20.379,20.379,21.321,40659,11.779,122,45
19.426,19.904,20.379,43620,13.084,122,45
18.936,18.936,19.417,46410,11.879,122,45
19.417,19.895,20.37,46234,11.809,122,45
19.895,20.37,20.37,48753,11.398,122,45
20.379,20.852,20.852,50948,12.549,122,45
20.861,21.33,21.797,51365,11.871,171,305
22.724,23.183,23.64,51911,13.756,171,305
24.105,24.105,25.008,49928,13.689,171,305
22.733,22.733,28.538,43122,14.563,171,305
23.203,23.203,27.241,40592,14.19,171,305
23.661,24.116,26.8,39138,15.257,171,305
25.478,25.925,27.691,35845,14.831,171,305
27.703,28.14,31.152,40744,15.584,171,305
28.576,29.009,34.088,35395,15.716,171,305
24.6,25.052,29.022,32844,16.136,171,305
23.719,24.175,27.308,57057,13.733,191,237
25.552,26,30.802,57053,15.645,191,237
26.446,26.446,29.945,55683,17.044,191,237
25.124,25.574,26.913,55952,16.287,191,237
27.795,28.234,29.105,57089,15.095,191,237
28.234,28.671,29.539,58121,14.431,191,237
28.683,29.118,30.413,55614,14.254,191,237
26.924,26.924,31.269,56382,16.518,191,237
26.033,26.48,28.246,59070,18.194,191,237
25.133,25.133,28.681,58777,20.719,191,237
22.857,22.857,26.043,59135,20.396,225,98
20.983,21.455,25.594,59515,23.233,225,98
20.983,20.983,24.236,59197,24.766,225,98
20.507,20.983,22.857,57865,27.978,225,98
20.516,20.992,23.788,56421,24.917,225,98
19.071,19.556,22.866,57773,23.649,225,98
18.092,18.583,20.516,60727,21.483,225,98
20.055,20.055,21.483,60919,22.153,225,98
18.599,19.088,21.953,62619,19.397,225,98
16.115,16.623,19.102,85794,17.62,225,98
16.623,17.126,18.121,79513,16.911,235,38
18.621,18.621,19.596,74814,16.807,235,38
20.567,20.567,21.989,77365,15.316,235,38
20.567,20.567,26.118,79324,13.92,235,38
17.641,17.641,20.567,93504,13.375,235,38
17.148,17.648,18.637,98688,14.845,235,38
20.575,21.052,23.396,96430,13.721,235,38
23.396,23.857,24.773,94850,13.321,235,38
17.648,17.648,18.637,92409,10.426,235,38
15.113,15.63,16.143,83788,9.5972,235,38
15.113,15.113,15.63,90658,8.7586,196,65
17.154,17.654,18.644,94174,9.5116,196,65
18.158,18.652,19.628,89846,9.9727,196,65
16.141,16.141,17.154,91672,11.024,196,65
15.629,16.141,16.65,92769,11.688,196,65
15.112,15.629,15.629,92993,12.492,196,65
14.59,15.112,15.629,91013,10.484,196,65
15.118,15.118,16.657,88223,9.5517,196,65
16.671,17.175,19.157,86389,7.8897,196,65
17.19,17.19,18.189,81791,8.8961,196,65
18.195,18.195,19.18,75847,8.3678,131,57
17.217,17.217,17.719,70771,7.8909,131,57
16.221,16.221,16.732,69526,6.3391,131,57
14.674,15.199,16.234,69417,5.0997,131,57
14.692,14.692,15.738,67748,4.5021,131,57
14.179,14.179,15.236,66914,5.6115,131,57
14.191,14.191,14.722,68374,5.6751,131,57
14.728,15.255,16.294,69965,3.6038,131,57
14.196,14.728,15.777,68792,3.4968,131,57
14.728,14.728,15.777,73983,2.7482,131,57
29.512,29.512,30.389,79401,4.3047,70,81
48.748,48.748,50.665,85297,2.7273,70,81
26.836,26.836,29.949,88418,3.6274,70,81
16.793,16.793,18.306,88350,3.5187,70,81
17.799,18.299,19.78,87048,4.0063,70,81
18.299,18.299,19.29,77373,4.2447,70,81
23.586,24.051,24.513,74830,2.6168,70,81
29.888,29.888,30.76,70974,4.3826,70,81
26.33,26.33,27.231,66953,3.7911,70,81
26.76,26.76,28.545,66247,4.4895,70,81
24.933,25.39,27.198,64797,4.1307,57,124
24.012,24.012,25.39,62984,5.7839,57,124
26.747,27.196,28.531,61604,7.1365,57,124
22.592,22.592,24.911,58714,6.2407,57,124
24.452,24.911,28.949,55113,6.2009,57,124
36.187,36.601,38.245,55507,6.1776,57,124
44.627,45.019,45.409,50721,6.9053,57,124
38.621,38.621,39.433,48449,8.2557,57,124
27.575,28.019,28.901,52381,8.686,57,124
28.449,28.449,29.764,53904,7.7351,57,124
28.877,29.315,30.186,54008,6.3966,61,156
33.184,33.607,34.866,57024,5.8538,61,156
36.526,36.938,38.166,55966,5.7235,61,156
37.758,38.166,41.392,53932,4.9433,61,156
44.944,45.334,47.271,53697,5.6555,61,156
53.331,54.076,57.028,57360,5.6099,61,156
54.447,54.818,58.489,51578,8.1994,61,156
34.025,34.445,37.346,44161,13.513,61,156
27.104,27.55,29.313,42572,18.955,61,156
30.629,31.061,32.346,43867,23.072,61,156
40.99,41.389,44.158,50752,23.731,141,190
97.41,97.728,103.09,45392,23.617,141,190
102.5,103.13,109.04,39058,14.455,141,190
34.485,35.321,41.038,38205,12.261,141,190
25.343,26.249,30.666,37526,12.587,141,190
27.159,28.049,34.514,38906,13.993,141,190
27.17,28.061,37.436,39194,15.565,141,190
35.38,36.212,49.322,37619,15.467,141,190
45.478,47.034,64.805,35595,15.066,202,148
47.46,49.383,72.573,34482,15.037,202,148
43.979,46.723,75.728,34262,13.546,202,148
33.369,35.897,62.451,33474,12.787,202,148
26.366,28.163,46.777,34037,12.147,202,148
21.739,23.159,35.103,34771,12.408,202,148
15.268,16.308,23.178,34724,13.158,202,148
13.677,14.215,17.339,36524,12.624,202,148
12.038,12.594,13.688,61596,13.625,202,148
14.248,14.248,17.886,60675,9.4709,216,183
13.164,13.164,15.31,55544,9.058,216,183
12.618,12.618,14.787,51110,5.7017,216,183
12.623,12.623,14.259,43106,3.8787,216,183
12.066,12.623,13.174,45685,2.2036,216,183
12.633,12.633,13.185,55310,3.3309,216,183
12.638,13.19,13.736,56119,2.2519,216,183
12.643,12.643,13.741,61590,3.5546,216,183
13.2,13.2,15.353,57866,2.3112,216,183
12.647,13.2,19.931,58161,4.2237,134,147
12.652,12.652,15.883,57656,2.1139,134,147
13.21,13.21,13.757,57870,3.3812,134,147
15.376,15.376,16.941,58260,2.0903,134,147
17.963,17.963,19.468,59848,3.8289,134,147
15.908,16.43,18.475,54592,2.9485,134,147
12.667,12.667,14.845,56851,3.2772,134,147
12.098,12.098,13.21,62699,3.5274,134,147
12.652,12.652,13.204,90337,2.4078,134,147
13.199,13.199,14.82,1.1131e+05,2.14,134,147
14.274,14.274,15.338,96511,3.6962,72,123
16.383,16.899,17.411,94113,7.0149,72,123
17.912,18.416,20.396,88721,6.5363,72,123
15.326,15.851,17.397,95465,5.6666,72,123
28.316,28.762,29.207,1.1043e+05,5.584,72,123
25.584,25.584,26.953,79006,4.3236,72,123
12.621,13.173,14.257,93441,2.6323,72,123
13.173,13.173,14.257,86537,2.4385,72,123
14.797,14.797,15.851,1.0459e+05,5.5493,72,123
15.332,15.332,16.377,1.1076e+05,11.11,62,88
15.857,16.377,16.893,98465,8.8124,62,88
24.214,24.214,27.428,85945,6.835,62,88
27.876,28.325,34.853,79136,5.4721,62,88
18.415,18.915,22.325,89660,5.1097,62,88
17.911,18.415,19.905,93260,4.678,62,88
19.889,20.379,22.308,1.1648e+05,5.7443,76,59
21.349,21.349,24.658,91342,6.4827,76,59
19.396,19.889,22.308,63381,7.2441,76,59
17.888,18.391,19.88,47041,8.1815,76,59
19.387,19.387,20.369,31038,10.494,76,59
23.715,24.182,26.029,30763,11.512,76,59
26.474,26.928,32.662,31827,10.666,76,59
22.763,23.235,28.278,31132,9.4606,76,59
20.361,20.847,23.235,29511,11.255,76,59
19.372,19.372,22.28,29017,11.927,110,84
18.876,19.372,22.28,28676,11.697,110,84
19.864,19.864,21.802,29366,11,110,84
21.802,21.802,23.226,28967,12.621,110,84
27.83,28.278,31.798,29054,14.979,110,84
29.599,30.04,32.218,30176,15.117,110,84
19.864,19.864,22.754,30414,14.687,110,84
18.861,18.861,21.305,29531,13.817,110,84
16.836,16.836,19.347,29068,13.892,110,84
14.741,15.268,16.822,29319,12.888,110,84
15.778,15.778,16.808,30362,11.329,128,52
15.765,16.282,18.309,31999,11.128,128,52
15.746,15.746,18.287,34399,12.399,128,52
15.206,15.726,17.764,31235,15.783,128,52
15.713,15.713,17.247,29955,14.681,128,52
14.645,14.645,15.687,29152,13.616,128,52
14.639,15.162,16.705,29459,9.2045,128,52
14.626,14.626,15.668,37227,9.61,128,52
14.626,14.626,16.182,42452,8.6497,128,52
14.608,15.131,16.161,58834,8.0042,128,52
14.074,14.601,17.667,59444,5.2829,126,95
14.062,14.062,15.627,77397,4.8962,126,95
13.524,14.056,15.104,80433,5.4465,126,95
13.524,14.056,15.104,37116,5.4024,126,95
13.524,14.056,14.583,49667,5.8648,126,95
13.53,13.53,14.589,58819,6.3535,126,95
13.53,13.53,14.589,64964,4.8626,126,95
14.595,14.595,15.634,64813,3.0023,126,95
14.595,15.117,18.65,61678,2.7108,126,95
14.068,14.595,18.157,66092,3.5607,85,74
13.536,13.536,17.66,94941,4.6795,85,74
14.068,14.068,15.634,1.0731e+05,4.2724,85,74
14.601,14.601,15.64,1.0664e+05,4.3353,85,74
14.091,14.091,15.142,86975,4.4088,85,74
13.57,14.103,14.632,69443,4.7328,85,74
19.204,19.204,19.692,66438,2.7455,85,74
21.64,21.64,23.984,66303,1.9829,85,74
16.234,16.746,18.751,65635,2.8035,85,74
16.24,16.24,20.225,81679,4.8663,85,74
17.287,17.287,18.788,96773,4.1062,46,74
21.232,21.232,23.128,92318,2.8749,46,74
23.194,23.194,25.971,1.1038e+05,5.0969,46,74
25.065,25.525,27.342,86622,5.865,46,74
31.333,31.766,33.486,77316,7,46,20
32.212,32.212,35.618,84819,5.8016,46,20
34.351,34.775,38.116,84462,5.6173,46,20
30.922,31.358,33.939,85864,5.0168,46,20
26.48,26.934,28.284,84395,8.223,46,20
27.397,27.847,29.186,78584,8.5382,46,20
20.86,21.343,22.777,59006,10.673,46,20
27.858,28.306,28.753,52869,15.155,46,20
31.843,32.276,32.708,55025,22.431,46,20
17.92,17.92,18.925,52553,28.4,46,20
16.914,17.426,17.934,49188,31.8,135,9
20.428,20.428,21.883,47638,30.97,135,9
22.849,23.323,25.195,44074,26.428,135,9
24.271,24.738,27.492,45691,21.633,135,9
21.909,22.389,24.281,46653,15.433,135,9
25.223,25.685,26.146,49087,12.03,135,9
26.593,26.593,28.405,51575,9.7986,135,9
29.311,29.756,34.966,45698,9.0726,135,9
34.952,34.952,38.311,44105,8.9798,135,9
34.085,34.512,37.464,42255,8.8819,135,9
32.351,33.214,35.771,40141,10.39,163,37
33.214,34.072,38.695,40019,10.885,163,37
31.031,31.904,36.178,38668,13.24,163,37
24.252,24.719,27.017,37851,17.592,163,37
22.848,23.322,28.383,38373,25.265,163,37
22.362,23.312,26.562,38023,32.858,163,37
25.645,26.104,28.372,39699,37.083,163,37
20.428,20.916,26.104,41151,36.784,163,37
23.784,24.252,27.471,41913,33.245,163,37
31.468,31.904,36.178,41462,28.911,163,37
30.151,30.592,34.485,40855,26.631,269,236
25.193,25.655,36.193,42052,24.242,269,236
25.193,25.655,32.351,43683,21.232,269,236
26.115,26.573,27.482,44668,19.301,269,236
27.017,27.471,28.372,47732,18.993,269,236
24.243,24.709,28.808,50950,16.911,269,236
18.937,19.434,22.352,51000,14.788,269,236
16.912,16.912,18.436,47889,17.121,269,236
20.427,20.915,22.361,48562,19.721,269,236
24.27,24.737,27.49,51820,21.627,269,236
23.348,23.82,27.058,52198,22.336,289,278
22.404,22.882,26.612,51191,24.281,289,278
22.891,22.891,27.079,51327,23.37,289,278
22.422,22.422,26.174,54092,20.059,289,278
20.491,21.467,23.857,63434,13.59,289,278
17.492,18.509,21.475,75175,11.468,289,278
16.978,16.978,20.499,83266,11.845,289,278
15.422,15.422,18.523,81699,15.065,289,278
13.26,13.26,16.472,80790,17.172,289,278
12.143,12.704,14.351,81507,19.722,289,278
12.704,12.704,13.808,84749,20.724,323,314
12.714,12.714,14.362,82215,19.927,323,314
13.269,13.269,14.9,69502,18.532,323,314
13.274,13.824,14.367,70030,15.035,323,314
13.279,13.279,13.829,58285,11.791,323,314
13.279,13.279,14.911,53374,10.602,323,314
12.729,13.285,15.979,53588,8.1163,323,314
12.166,12.166,13.285,52940,6.4291,323,314
18.558,19.062,19.062,45454,4.2161,323,314
34.709,34.709,35.564,57627,3.2547,323,314
17.545,18.057,19.069,50625,3.1029,209,174
22.033,22.033,22.516,59023,3.5309,209,174
24.898,24.898,25.366,76218,3.9484,209,174
28.578,28.578,29.478,96101,3.7766,209,174
23.013,23.49,24.908,83179,4.6989,209,174
13.305,13.855,16.528,90899,3.5926,209,174
14.406,14.945,17.055,1.0636e+05,2.5294,209,174
15.485,16.015,17.061,1.0931e+05,0.92237,209,174
17.571,17.571,18.083,95395,0.55803,209,174
18.09,18.09,19.606,87799,3.7179,209,174
22.057,22.057,23.498,85791,9.7381,102,149
19.09,19.591,23.012,80313,12.209,102,149
18.585,18.585,21.075,81004,10.346,102,149
18.585,19.09,19.591,81021,8.2389,102,149
22.041,22.523,23.955,77625,6.9555,102,149
27.669,28.123,32.133,74392,5.4897,102,149
18.578,19.082,22.523,84119,4.6835,102,149
17.557,18.069,19.583,94572,3.6918,102,149
17.557,17.557,20.575,84815,3.4279,102,149
15.461,15.461,17.551,84676,2.9338,102,149
14.394,14.933,17.557,85210,4.338,63,128
27.212,27.669,30.368,93694,7.931,63,128
30.824,31.266,37.298,91840,10.76,63,128
16.003,16.527,25.374,71702,10.481,63,128
12.761,13.318,17.066,55689,9.2065,63,128
12.197,12.761,14.415,81273,8.8499,63,128
13.328,13.328,14.966,66664,8.0198,63,128
13.328,13.88,15.501,79122,6.3618,63,128
13.339,13.891,15.513,83066,6.5013,63,128
13.896,14.442,17.098,80819,4.57,63,128
13.349,13.901,17.105,77011,4.0087,69,90
13.349,13.349,16.056,75210,2.6618,69,90
14.453,14.453,16.062,67548,2.6869,69,90
14.464,14.464,15.542,51623,1.7328,69,90
15.005,15.542,16.074,43478,2.3985,69,90
17.13,17.13,18.164,40033,2.1302,69,90
18.171,18.171,19.693,26697,3.0052,69,90
21.185,21.185,23.612,24181,2.4495,69,90
21.684,21.684,27.834,26077,2.9892,69,90
19.7,20.201,28.746,26797,1.972,69,90
19.708,20.208,25.055,28827,3.4929,73,91
19.203,19.708,25.055,29154,3.9071,73,91
18.695,18.695,21.2,27969,5.1409,73,91
15.565,16.098,17.149,27833,6.0831,73,91
16.626,17.149,18.184,29953,7.1246,73,91
17.149,17.149,21.2,34495,7.0213,73,91
18.695,19.203,21.2,40261,7.1564,73,91
26.448,26.448,28.29,60818,6.2327,73,91
30.994,30.994,37.08,51944,5.724,73,91
30.1,30.1,35.799,50356,6.4931,73,91
29.188,29.639,33.625,54239,6.7744,75,88
25.963,26.428,36.2,59942,6.8999,75,88
22.154,22.639,27.811,63586,5.6157,75,88
28.713,29.166,32.726,49716,9.1803,75,88
27.332,27.791,31.835,38132,13.325,75,88
26.871,27.332,32.275,43518,18.28,75,88
23.096,23.575,27.78,55880,21.851,75,88
24.052,24.052,27.78,51155,23.295,75,88
28.226,28.226,30.925,65412,23.393,75,88
23.557,24.033,27.301,63429,21.843,75,88
25.447,25.914,29.122,57008,22.467,147,110
36.983,37.406,41.57,56974,24.427,147,110
38.667,39.085,43.205,57619,25.298,147,110
27.749,28.205,32.665,49179,23.62,147,110
26.367,26.829,30.9,42642,21.851,147,110
26.367,26.367,29.56,46859,20.94,147,110
25.427,25.893,28.646,43777,19.202,147,110
24.949,25.417,27.726,35492,17.715,147,110
25.864,26.327,27.705,33463,20.061,147,110
24.911,25.379,27.228,34854,23.002,147,110
23.959,24.432,29.032,33135,24.838,223,141
20.077,20.572,28.118,31627,22.325,223,141
19.58,20.077,24.892,28589,21.159,223,141
21.551,22.036,26.287,26365,21.389,223,141
24.422,24.892,27.207,28436,22.162,223,141
21.071,21.559,25.369,29891,21.694,223,141
18.588,19.093,22.536,26596,20.613,223,141
18.588,19.093,23.969,26355,18.27,223,141
19.106,19.608,23.51,26902,14.466,223,141
18.615,18.615,20.617,29934,12.035,223,141
19.63,20.129,21.607,42402,11.034,237,102
22.102,22.102,24.022,45647,9.8878,237,102
21.141,21.141,26.848,52892,9.2339,237,102
19.66,20.16,25.463,57491,9.7602,237,102
21.157,21.648,28.244,61543,10.157,237,102
20.182,20.679,30.967,56128,8.9843,237,102
19.681,20.181,26.423,55946,9.189,237,102
18.684,18.684,24.567,59746,9.7352,237,102
18.173,18.173,25.039,58499,10.799,237,102
19.703,20.204,22.661,55134,10.651,237,102
23.152,23.632,25.529,49970,10.07,180,145
21.711,22.2,23.65,48138,10.428,180,145
21.235,21.727,22.216,41828,9.0365,180,145
26.511,26.976,27.899,37147,10.648,180,145
24.64,24.64,26.986,68552,9.321,180,145
21.266,21.266,22.249,99472,8.1522,180,145
27.469,27.469,28.846,95713,10.67,180,145
28.865,28.865,34.651,67522,10.92,180,145
31.124,31.57,33.778,63472,14.916,180,145
27.497,27.959,28.418,80696,17.878,214,121
26.1,26.568,27.497,92027,25.216,214,121
30.237,30.237,34.664,1.0568e+05,26.844,214,121
30.698,31.147,35.975,95280,26.552,214,121
26.578,26.578,28.886,1.0629e+05,21.785,214,121
40.652,40.652,41.899,98739,21.594,214,121
32.936,32.936,33.816,98232,23.36,214,121
24.7,25.175,26.118,99849,24.204,214,121
29.351,29.805,31.156,1.0727e+05,24.019,214,121
33.387,33.387,34.263,1.0711e+05,25.663,214,121
33.826,34.263,35.134,1.0663e+05,26.2,269,127
21.804,21.804,23.268,95837,25.829,269,127
20.313,20.813,21.804,92600,23.943,269,127
18.291,18.805,21.819,91677,23.105,269,127
16.73,17.256,19.323,91038,20.336,269,127
16.21,16.742,17.792,93638,20.05,269,127
16.21,16.21,17.269,92979,21.505,269,127
16.222,16.754,19.859,88543,23.778,269,127
15.696,16.233,20.378,81699,21.826,269,127
14.059,14.059,16.771,75544,18.958,269,127
12.944,13.51,14.069,71801,14.129,310,32
13.51,14.069,14.622,75874,10.244,310,32
15.175,15.175,16.255,70745,7.2257,310,32
18.878,19.391,19.9,72593,5.9032,310,32
18.885,19.398,19.908,69486,5.6225,310,32
14.632,15.18,16.261,71091,6.8312,310,32
14.079,14.079,19.398,75221,8.6251,310,32
13.519,13.519,16.795,75221,9.3638,310,32
14.084,14.637,15.729,86938,7.7539,310,32
14.083,14.083,15.728,85127,6.7114,310,32
15.185,15.728,16.799,67485,7.7333,214,16
15.728,15.728,19.404,68694,6.9882,214,16
15.185,15.728,18.891,65170,8.1604,214,16
14.088,14.642,15.733,65992,6.3214,214,16
14.088,14.642,15.733,62509,6.5053,214,16
14.088,14.642,16.805,59200,3.6347,214,16
15.19,15.733,22.42,54276,4.2027,214,16
15.195,15.739,25.334,57224,3.4026,214,16
14.647,15.195,21.934,50973,4.2978,214,16
14.647,15.195,19.927,56859,3.7859,214,16
13.528,13.528,16.805,86757,3.0748,115,191
19.92,19.92,21.926,99203,2.5634,115,191
23.884,23.884,25.801,87318,2.1885,115,191
15.728,15.728,18.891,80659,1.9324,115,191
16.266,16.799,19.913,78647,3.6127,115,191
19.396,19.905,25.781,82940,3.9548,115,191
15.168,15.71,20.899,95911,2.3635,115,191
15.168,15.168,17.833,1.0499e+05,2.503,115,191
15.168,15.71,19.382,96322,2.8254,115,191
15.705,15.705,23.841,86363,3.3998,115,191
13.503,14.062,18.347,87564,3.1771,49,239
13.508,13.508,15.168,84456,5.7972,49,239
14.082,14.636,16.265,79485,6.7766,49,239
17.865,17.865,20.433,84840,6.4295,49,239
20.965,21.466,23.439,82429,5.5459,49,239
20.987,21.488,25.395,78829,5.4208,49,239
25.421,25.421,32.81,78796,6.8047,49,239
25.439,25.917,30.575,74120,8.213,49,239
20.017,20.017,23.512,73442,7.7783,49,239
20.024,20.532,29.218,70997,7.8051,49,239
22.528,22.528,31.494,61735,7.9841,48,231
23.02,23.02,29.667,52895,8.4089,48,231
