PM1-ug-m3,PM25-ug-m3,PM10-ug-m3,ParticleNumber-Nr-cm3,BlackCarbon-ug-m3,pPAHs-ng-m3,ActiveSurfaceArea-mm2-m3
30.523,30.969,31.856,63799,25.177,114,172
27.809,28.266,28.721,63764,24.973,145,192
27.809,28.266,29.174,66819,23.996,145,192
27.799,28.256,30.958,65441,21.018,145,192
37.882,38.303,39.976,67290,17.121,145,192
46.475,46.874,49.249,68837,14.077,145,192
41.202,41.614,43.657,74057,15.03,145,192
34.884,35.315,38.288,77305,18.581,145,192
36.597,36.597,39.96,65542,20.71,145,192
56.917,56.917,61.037,58219,21.485,145,192
70.83,71.187,73.315,55840,16.9,145,192
72.935,73.288,74.346,51872,14.883,155,157
76.043,76.741,79.172,51647,14.143,155,157
66.053,66.777,70.011,56197,16.782,155,157
60.181,60.552,64.963,51408,14.601,155,157
55.275,55.655,65.666,52467,10.339,155,157
61.247,61.616,66.727,51056,7.4352,155,157
80.429,81.116,82.143,47138,10.209,155,157
89.574,90.575,90.908,48221,11.991,155,157
72.416,72.77,74.178,48369,12.586,155,157
54.514,54.895,55.655,49417,7.5301,155,157
29.974,30.421,30.865,50487,6.2665,160,40
30.877,30.877,31.761,52705,3.9253,160,40
35.249,35.249,39.47,52708,6.5877,160,40
35.249,35.249,37.797,61733,6.6845,160,40
26.377,26.839,32.237,73861,7.3141,160,40
23.077,23.077,25.912,60684,8.5079,160,40
23.556,23.556,24.977,64376,4.0369,160,40
24.986,25.455,27.31,59619,4.7264,117,0
27.31,27.768,30.478,99178,5.7924,117,0
24.986,25.455,29.131,1.1327e+05,7.1705,117,0
22.613,22.613,24.524,93504,3.8718,117,0
21.641,22.128,23.094,86581,5.7926,117,0
21.633,22.12,23.086,75997,6.8442,117,0
23.565,24.041,26.387,1.1390e+05,4.1154,117,0
28.214,28.214,30.466,99555,3.0041,117,0
27.289,27.747,33.535,1.0504e+05,7.0488,117,0
25.427,25.427,30.888,99156,8.898,117,0
22.087,22.087,27.727,88178,4.8958,76,99
21.6,22.087,24.478,86297,1.6357,76,99
22.078,22.562,23.042,78783,2.7612,76,99
22.57,22.57,23.529,86302,9.822,76,99
22.579,22.579,24.014,1.0564e+05,10.578,76,99
22.579,22.579,23.538,1.1814e+05,10.748,76,99
21.617,22.103,22.587,74591,6.7033,76,99
22.111,22.111,24.506,69926,6.7567,76,99
22.12,22.604,23.565,58616,5.387,76,99
22.596,22.596,23.077,56394,4.2988,76,99
23.086,23.086,23.565,60775,5.3023,60,157
24.05,24.524,24.996,70399,4.9561,60,157
25.005,25.474,26.407,66155,7.0362,60,157
26.869,27.33,27.789,70786,6.8542,60,157
28.256,28.711,29.164,63954,8.4334,60,157
27.809,28.266,28.721,60761,9.5773,60,157
27.34,27.799,28.256,60626,10.666,60,157
27.789,28.245,28.7,64090,10.182,60,157
25.932,26.397,26.86,61283,10.276,60,157
25.446,25.446,27.299,60519,10.291,60,157
25.893,25.893,27.737,51420,12.658,62,236
26.337,26.799,27.716,44268,11.58,62,236
27.238,27.695,28.603,43893,10.223,62,236
27.684,28.139,28.592,40013,8.1658,62,236
26.288,26.288,28.118,40088,9.9354,62,236
21.456,21.456,25.202,73204,7.8744,83,77
22.001,22.543,24.148,73626,7.5944,83,77
23.097,23.632,28.319,72219,8.3595,83,77
22.026,22.026,26.793,72594,7.6498,87,145
22.589,23.129,24.727,74020,11.299,87,145
23.149,23.149,25.801,74305,7.6243,87,145
24.257,24.788,27.915,73749,12.518,87,145
26.422,26.943,31.02,71564,10.111,87,145
25.417,25.944,29.56,69598,11.149,87,145
23.307,23.848,24.919,69356,7.8639,87,145
23.332,23.873,25.477,66188,6.3779,87,145
22.254,22.254,26.022,63396,6.1307,87,145
20.601,21.161,22.817,60697,5.728,87,145
21.17,21.726,23.913,54449,7.3833,117,125
22.283,22.283,24.992,50336,5.5315,117,125
21.744,22.297,25.008,49427,7.1551,117,125
22.301,22.85,29.711,52555,6.1753,117,125
23.406,23.406,30.233,54483,8.1542,117,125
25.567,26.098,30.753,54384,6.1604,117,125
22.329,22.879,26.636,53061,8.3242,117,125
20.674,20.674,22.347,53465,5.1599,117,125
21.253,21.253,22.916,57035,7.1989,117,125
20.708,21.27,26.172,58650,5.2068,117,125
21.842,21.842,27.244,57535,5.8148,133,179
22.419,22.419,26.744,55261,4.4846,133,179
20.185,20.753,22.985,52963,6.2154,133,179
20.197,20.766,23.548,50145,6.4709,133,179
20.77,20.77,23.003,48524,4.0635,133,179
20.778,20.778,21.903,46056,2.087,133,179
21.907,21.907,23.566,46264,6.0496,133,179
23.021,23.571,26.271,48928,7.4419,133,179
22.472,23.026,30.453,50481,7.5563,133,179
22.472,23.576,28.905,48884,5.5831,133,179
23.58,24.127,25.747,47105,4.1906,104,80
22.481,22.481,23.585,48220,4.7655,104,80
22.481,22.481,25.215,50537,4.8812,104,80
21.924,22.481,25.215,51429,7.4811,104,80
21.924,22.481,23.585,53108,8.0211,104,80
20.794,20.794,23.03,55289,9.4998,104,80
20.229,20.229,24.132,57513,8.8599,104,80
19.656,19.656,21.924,55108,7.5396,104,80
20.229,20.798,23.035,54296,4.4288,104,80
20.225,20.225,23.58,55147,5.212,104,80
19.648,19.648,21.915,55364,6.1533,93,104
20.217,20.786,21.911,54273,7.4339,93,104
19.229,19.79,21.448,34898,1.9844,126,254
17.52,17.52,21.993,34535,2.3209,126,254
16.351,16.351,20.342,34729,3.9415,126,254
16.936,16.936,18.09,35317,2.0495,107,85
16.936,17.515,19.225,35537,1.1744,107,85
17.515,18.09,18.66,34743,3.2358,107,85
18.655,19.22,19.22,35689,2.8003,107,85
16.936,16.936,17.515,35322,1.2919,107,85
18.085,18.085,19.22,35479,2.0156,107,85
19.776,20.332,22.518,34513,3.5813,107,85
25.535,26.065,28.156,35493,8.4637,260,145
23.938,24.477,27.127,35401,4.9346,260,145
25.023,25.556,29.211,37739,6.8933,260,145
23.958,24.497,32.761,38236,5.4308,260,145
23.415,23.958,29.735,38351,6.7267,260,145
24.497,25.034,28.191,37633,4.4368,260,145
27.15,27.15,34.738,39668,4.2979,260,145
24.492,24.492,37.16,38068,4.0021,260,145
22.864,23.41,29.729,35817,5.4713,186,210
24.482,25.018,28.691,39526,4.6132,186,210
26.603,27.127,30.22,41165,4.5957,186,210
27.122,27.643,34.211,41671,2.1648,186,210
29.187,29.698,34.204,40576,4.611,186,210
32.215,32.215,37.594,38836,7.6115,186,210
27.62,27.62,31.199,38556,10.2,186,210
26.564,27.088,29.156,37043,6.6873,186,210
29.144,29.655,34.154,37959,3.9738,186,210
28.103,28.619,32.659,41041,5.2307,186,210
32.721,32.721,36.639,81842,12.917,151,424
31.206,31.708,34.19,71842,15.466,151,424
33.69,34.182,38.533,83165,15.094,151,424
33.195,33.689,36.615,77948,19.222,151,424
33.683,34.175,42.748,73341,16.116,151,424
34.658,35.147,42.739,77406,15.777,151,424
34.644,35.132,45.473,76463,10.118,151,424
32.175,32.673,41.327,75503,20.92,151,424
31.668,32.167,36.577,73167,17.651,151,424
32.16,32.658,36.569,70163,15.684,151,424
31.159,31.661,35.602,62411,15.343,237,175
35.109,35.595,37.999,56538,15.488,237,175
40.824,40.824,49.034,51596,13.107,237,175
32.644,33.139,38.941,51059,11.285,237,175
28.612,28.612,36.079,48742,14.699,237,175
28.097,28.612,34.621,41749,9.8575,237,175
26.546,27.07,37.058,41233,5.8104,237,175
25.497,26.026,32.174,43066,2.8159,237,175
26.032,26.032,29.149,42763,5.3434,237,175
27.081,27.081,34.16,42322,4.6913,237,175
26.563,27.087,37.082,40914,6.2716,271,42
27.081,27.602,33.668,42261,8.3381,271,42
25.513,26.042,37.569,41585,7.6067,271,42
25.513,26.042,36.124,41213,6.6833,271,42
26.569,26.569,32.194,39348,1.7076,271,42
35.632,36.117,40.876,39725,6.5611,271,42
38.516,38.991,41.809,41280,8.9498,271,42
28.636,29.149,34.65,40668,10.712,271,42
29.66,29.66,36.109,40846,7.1067,271,42
29.143,29.143,33.167,41615,5.1415,271,42
28.114,28.63,33.661,42182,6.8992,263,114
29.143,29.654,33.661,41407,5.974,263,114
33.174,33.174,38.508,41639,5.9679,263,114
35.625,36.109,43.191,41827,8.2135,263,114
39.448,39.919,44.56,38363,9.6659,263,114
53.483,53.918,56.081,38150,7.1865,263,114
54.775,55.639,58.636,39948,9.6262,263,114
50.85,51.291,59.921,39194,7.9,263,114
53.035,53.471,64.513,36674,8.1822,263,114
43.172,43.633,49.065,36019,2.4369,263,114
28.623,29.136,31.667,37259,3.8876,192,128
27.063,27.063,31.158,38269,5.8963,192,128
27.057,27.057,31.152,35577,8.6975,192,128
33.646,33.646,37.049,37263,6.1121,192,128
39.901,40.371,52.147,36884,5.7969,192,128
54.328,54.761,64.083,39361,5.2029,192,128
64.498,64.912,71.851,54623,6.6605,192,128
34.137,34.627,39.901,44793,6.5095,192,128
29.124,29.634,32.65,41031,4.2628,192,128
27.578,27.578,34.13,39291,3.847,192,128
30.142,30.142,33.639,40078,6.4355,177,144
33.145,33.639,43.153,43207,8.1145,177,144
28.617,29.13,43.622,57242,6.7815,177,144
29.13,29.64,34.627,58797,3.5993,177,144
30.149,30.149,31.66,55526,7.45,177,144
27.584,28.102,29.64,56952,5.4849,177,144
22.801,23.345,26.02,35036,5.7513,177,144
17.93,17.93,19.61,36174,4.7927,70,65
17.361,17.361,22.33,57825,4.5692,70,65
16.207,16.207,17.361,85965,4.1667,70,65
16.215,16.794,16.794,56644,3.7181,70,65
16.799,16.799,17.943,29026,4.099,70,65
17.373,17.373,19.625,23455,5.7392,70,65
18.508,19.069,23.938,23168,5.1106,70,65
17.943,17.943,24.462,25559,5.7431,70,65
18.513,18.513,23.417,41542,4.5339,72,121
17.378,17.378,20.182,87539,4.3641,72,121
17.378,17.378,19.073,1.0881e+05,3.6232,72,121
17.948,18.513,21.274,93817,4.9636,72,121
17.952,17.952,20.735,77787,4.8786,72,121
19.078,19.078,20.187,1.0923e+05,4.7536,72,121
18.517,19.078,20.187,89051,4.5446,72,121
19.083,19.083,21.826,67510,5.9422,72,121
18.522,19.083,21.285,54900,3.2826,72,121
19.087,19.644,23.434,52863,1.811,72,121
19.097,19.097,25.02,54907,1.8387,43,134
16.254,16.835,20.221,57798,4.2318,43,134
15.089,15.682,16.269,54388,5.7496,43,134
17.44,17.44,18.012,50612,2.7773,43,134
18.597,18.597,20.274,53246,0.9438,43,134
17.591,17.591,20.43,50649,0.22646,43,134
16.436,16.436,18.184,46928,7.4532,43,134
17.036,17.036,19.338,43283,8.8228,53,138
15.864,15.864,17.63,39353,6.8976,53,138
24.303,24.303,25.364,35166,4.7921,53,138
15.261,15.261,16.455,31891,6.7973,53,138
15.25,15.85,16.444,30483,7.4179,53,138
17.595,17.595,19.312,29716,1.6802,53,138
15.789,15.789,15.789,29661,3.7852,53,138
15.178,15.775,19.242,43197,4.6329,37,150
15.764,15.764,18.093,40558,8.3058,37,150
15.749,16.339,16.923,37305,5.7145,37,150
16.915,16.915,18.637,34157,8.2484,37,150
18.628,19.192,24.621,32609,4.2241,37,150
16.32,16.32,23.557,32051,7.6942,37,150
18.047,18.047,20.293,35326,2.901,37,150
16.304,16.304,18.038,43665,6.5911,37,150
16.88,17.457,18.597,43079,2.774,37,150
16.876,16.876,18.593,27079,3.4768,37,150
18.588,18.588,20.264,23129,1.1066,52,122
19.142,19.7,26.632,22166,4.0191,52,122
28.154,28.659,39.256,20820,2.7528,52,122
31.141,31.632,50.427,24440,1.4268,52,122
17.995,17.995,28.638,24887,0.3196,52,122
10.962,11.576,12.182,18352,4.0434,16,13
11.576,11.576,11.576,18990,2.5588,16,13
12.179,12.777,13.367,18774,1.1094,16,13
12.179,12.777,15.665,18900,2.537,16,13
12.179,12.179,13.951,18763,1.5749,16,13
11.573,12.179,14.528,18930,2.7333,16,13
12.182,12.78,15.67,18768,0.90239,16,13
15.665,16.225,22.099,18785,2.5892,16,13
17.883,18.424,25.138,18657,0.93494,16,13
11.577,11.577,14.533,18838,2.5601,14,32
11.574,12.179,12.777,18975,1.245,14,32
10.959,11.574,11.574,19141,2.9449,14,32
10.956,10.956,11.57,19187,2.9515,14,32
11.563,11.563,12.766,19492,2.9023,14,32
13.352,13.352,15.082,19274,0.94961,14,32
14.507,14.507,16.202,20450,2.5199,14,32
10.939,10.939,13.343,21663,1.4218,14,32
11.552,11.552,13.926,21848,1.7776,14,32
10.933,11.545,18.91,25496,0.30509,14,32
10.929,10.929,14.489,20353,2.1973,8,323
11.535,11.535,12.139,18842,0.97765,8,323
12.131,12.131,14.471,19144,1.6705,8,323
12.124,12.124,15.594,19333,1.55,8,323
11.513,12.116,16.694,19297,2.2293,8,323
11.503,11.503,15.008,18616,2.7616,8,323
10.879,11.488,13.849,18914,3.0154,8,323
12.063,12.063,13.818,20534,0.15888,8,323
12.059,12.059,13.236,20637,4.3721,7,309
11.459,11.459,13.236,20317,2.9763,7,309
12.655,12.655,13.818,20553,1.3929,7,309
12.071,12.663,14.399,20118,0.72737,7,309
11.474,12.075,13.253,20265,1.2824,7,309
11.481,11.481,13.84,20451,1.8383,7,309
11.488,11.488,12.683,20693,3.6953,7,309
11.492,11.492,12.094,20760,3.5901,7,309
11.496,12.097,12.691,20311,2.2314,7,309
11.492,12.094,13.853,19257,0.98064,7,309
13.282,13.282,15.003,19448,1.9157,8,312
10.263,10.882,14.427,19625,1.6506,8,312
10.885,11.496,12.097,18313,1.9292,8,312
10.899,10.899,13.294,16550,3.7617,8,312
10.913,10.913,15.599,16069,0.50857,8,312
11.535,11.535,13.905,15992,1.4201,8,312
11.549,11.549,12.75,15869,0.74632,8,312
12.762,13.352,15.647,16115,3.4632,8,312
13.943,13.943,21.572,16291,2.5246,8,312
12.184,12.184,16.787,16242,2.1316,10,30
10.966,10.966,12.187,16159,0.88042,10,30
10.973,10.973,13.969,16188,1.082,10,30
11.595,11.595,13.977,16068,0.72131,10,30
14.564,14.564,18.464,16266,2.2802,10,30
13.404,13.99,24.198,16071,2.3105,10,30
11.602,12.209,19.537,15926,2.2647,10,30
12.812,12.812,16.27,16046,2.9272,10,30
10.993,11.609,16.275,16261,3.233,10,30
11.612,11.612,13.998,16206,2.8999,11,51
11.612,12.22,13.412,16247,0.94385,11,51
12.213,12.812,13.99,16093,3.51,11,51
11.609,11.609,12.816,15990,0.57282,11,51
12.238,12.238,14.599,16120,1.6472,11,51
11.677,11.677,14.076,16108,3.6706,11,51
12.305,12.305,14.679,16145,1.8386,11,51
11.703,12.316,15.269,16096,3.6153,11,51
11.098,11.72,12.939,16073,1.9293,11,51
11.104,11.104,14.136,15895,1.3368,10,36
11.117,11.74,14.152,15820,1.707,10,36
11.129,11.129,13.575,15984,0.85034,10,36
11.766,11.766,17.62,16099,1.4309,10,36
11.151,11.776,14.195,15892,2.7232,10,36
11.16,11.16,11.785,15965,1.1344,10,36
11.798,11.798,12.416,15905,1.9668,10,36
11.804,11.804,14.818,16106,1.048,10,36
11.817,12.435,15.418,15806,4.0114,10,36
11.823,11.823,17.143,15733,0.69349,10,36
11.83,12.449,15.434,16035,2.4913,10,79
12.452,13.063,14.264,15994,1.1401,10,79
17.166,17.166,21.015,16046,2.9835,10,79
17.166,17.166,20.477,15914,1.516,10,79
12.455,13.067,16.594,15665,1.2596,10,79
11.826,11.826,14.846,15879,0.83463,10,79
11.823,12.442,18.263,15916,1.8138,10,79
12.439,12.439,17.701,15668,2.4734,10,79
12.436,12.436,17.135,15698,3.5492,8,111
12.436,12.436,14.835,15747,1.9401,8,111
12.436,12.436,13.65,15627,3.1075,8,111
11.184,11.184,11.811,15702,0.83624,8,111
11.181,11.181,11.808,15563,1.7041,8,111
11.181,11.181,11.808,15525,1.6683,8,111
11.172,11.172,12.416,15510,2.4173,8,111
11.169,11.795,14.219,15679,0.64626,8,111
11.789,11.789,13.616,15641,1.6186,8,111
11.792,11.792,13.018,15431,2.0428,8,111
12.406,13.015,14.799,15444,2.1222,9,104
12.409,12.409,17.659,15303,1.2675,9,104
13.022,13.624,14.808,15395,0.84364,9,104
11.796,11.796,14.219,15370,1.9412,9,104
11.173,11.799,13.026,15466,2.3738,9,104
27.651,27.651,29.904,52740,14.011,141,360
22.988,22.988,25.348,49602,17.4,160,157
24.871,24.871,25.803,54728,17.392,160,157
25.803,26.266,27.184,61249,15.463,160,157
25.783,26.245,27.619,67648,13.953,160,157
24.843,25.309,27.153,65542,19.182,160,157
26.225,26.685,28.051,59807,17.933,160,157
29.835,30.279,31.601,59746,15.211,160,157
27.121,27.577,31.15,56131,10.445,160,157
25.733,25.733,28.47,46476,8.9469,160,157
29.366,29.812,31.138,30551,10.185,160,157
37.549,37.549,40.446,28036,7.5807,165,145
37.952,38.368,45.273,23800,6.2954,165,145
36.696,37.116,47.643,25395,4.0933,165,145
35.853,36.275,44.076,25004,4.0854,165,145
34.137,34.564,39.181,24820,3.1056,165,145
33.264,33.694,36.247,34318,5.4246,165,145
32.374,32.807,34.95,57802,9.5645,165,145
32.348,32.781,34.497,58257,11.962,165,145
34.056,34.483,37.014,57357,13.395,165,145
34.027,34.879,37.4,68108,13.907,165,145
38.631,39.043,43.504,63976,17.786,164,72
35.696,36.117,39.845,67588,17.276,164,72
34.399,34.823,36.924,66278,14.493,164,72
34.809,35.232,39.389,66815,16.304,164,72
36.059,36.477,42.614,64809,20.396,164,72
35.204,35.625,41.39,62795,19.835,164,72
35.611,35.611,40.158,62246,15.935,164,72
36.448,36.448,41.374,60157,15.321,164,72
35.204,35.204,39.357,57427,16.75,164,72
50.795,51.177,53.83,56083,15.509,164,72
54.56,54.934,58.645,55741,14.342,162,119
36.865,37.281,41.374,53743,14,162,119
36.448,36.865,41.374,54077,16.641,162,119
35.175,35.596,38.916,56377,15.316,162,119
36.85,37.266,38.916,56378,17.88,162,119
35.147,35.568,37.65,57605,20.374,162,119
33.878,34.303,36.404,58912,20.465,162,119
36.806,37.221,40.093,58398,18.305,162,119
36.806,37.221,42.512,51109,15.9,162,119
36.821,37.236,43.725,50467,15.294,162,119
43.743,44.14,51.897,49440,14.302,153,90
43.362,44.157,49.624,48652,14.021,153,90
35.175,35.596,39.325,46468,13.612,153,90
31.339,32.205,34.768,45292,12.742,153,90
29.599,30.04,32.649,44854,13.439,153,90
31.798,32.231,34.372,42671,10.606,153,90
51.578,51.959,53.474,39314,9.984,153,90
53.118,53.496,57.978,37688,7.7729,153,90
29.169,29.611,33.092,36831,9.0279,153,90
29.18,29.18,33.96,33011,7.4078,153,90
29.203,29.647,33.56,30073,7.4411,145,202
30.088,30.527,32.701,30590,6.3302,145,202
31.836,32.269,42.263,31005,9.0777,145,202
32.256,32.688,38.994,30660,6.654,145,202
30.076,30.515,35.246,31221,8.3739,145,202
28.759,29.203,36.521,30425,6.5135,145,202
30.965,30.965,37.771,29866,6.9097,145,202
30.552,30.99,35.288,28612,4.0338,145,202
32.295,32.727,37.801,26663,5.7234,145,202
39.056,39.467,43.518,25610,6.1552,145,202
38.644,39.056,41.91,25332,4.9951,90,303
34.001,34.001,36.536,25629,4.4713,90,303
32.701,32.701,34.837,25841,5.1188,90,303
32.688,33.118,38.169,26476,6.7975,90,303
30.064,30.503,33.533,27493,3.6631,90,303
31.377,31.811,32.675,25328,5.2824,90,303
31.811,32.244,33.96,23664,6.1386,90,303
30.941,31.377,32.675,24326,4.3372,90,303
30.928,31.364,33.092,24819,2.1466,90,303
31.387,31.387,34.397,26775,5.4492,90,303
30.525,30.963,33.129,36230,9.2644,82,325
28.323,28.323,29.215,38032,11.38,82,325
26.515,26.515,27.873,59727,12.904,82,325
26.969,27.422,29.213,84587,16.624,82,325
30.562,31,32.738,75370,18.148,82,325
30.11,30.55,36.128,38252,18.186,82,325
28.779,29.225,32.725,36691,15.853,82,325
29.236,29.236,36.562,37113,12.551,82,325
34.465,34.465,39.069,33115,8.8593,82,325
34.478,34.904,41.13,31782,7.8961,82,325
33.063,33.491,37.693,1.1480e+05,15.972,109,352
34.356,35.202,38.122,1.112e+05,15.654,109,352
37.738,38.152,43.828,1.1649e+05,17.379,109,352
30.926,31.362,35.215,1.144e+05,16.922,109,352
31.771,32.203,34.765,1.0854e+05,17.298,109,352
33.89,34.737,37.663,1.058e+05,18.824,109,352
31.745,32.608,38.898,1.0455e+05,17.88,118,431
34.342,34.765,45.359,99493,19.737,118,431
34.41,35.258,41.858,1.0595e+05,19.697,118,431
29.259,29.703,32.764,89973,21.876,118,431
37.835,38.341,38.846,34132,13.092,69,116
38.851,39.354,39.855,34200,25.971,69,116
39.354,39.855,40.851,34513,34.59,69,116
40.851,41.347,42.335,34535,27.631,69,116
41.347,41.842,46.226,34243,16.894,69,116
40.348,40.348,48.607,36111,7.2557,69,116
40.348,40.846,44.771,34964,9.9452,69,116
40.348,40.348,45.738,36065,9.7054,69,116
41.336,41.336,50.018,36703,8.2518,69,116
40.846,41.342,51.898,40339,6.035,86,105
40.348,40.846,49.553,45324,5.5075,86,105
39.348,39.849,43.31,41270,8.5034,86,105
39.849,40.348,41.836,41840,8.3205,86,105
41.342,41.836,44.285,40865,8.3872,86,105
40.846,41.342,42.82,39108,4.4856,86,105
41.336,41.336,42.814,40281,2.9571,86,105
39.849,40.348,44.771,39832,0.077803,86,105
39.348,39.849,42.82,38832,6.4529,86,105
39.849,40.348,41.342,39203,11.602,86,105
40.348,40.846,41.342,40919,10.701,99,144
41.342,41.342,44.771,57063,3.0965,99,144
42.335,42.335,45.261,49195,3.6577,99,144
42.335,42.335,52.371,35055,4.646,99,144
43.805,44.292,51.905,32634,7.3353,99,144
43.31,44.285,46.699,30201,3.417,99,144
42.335,42.826,43.805,29198,7.8341,99,144
43.316,43.805,45.261,29252,7.675,99,144
44.771,45.255,48.132,32107,5.7816,99,144
43.31,43.798,46.699,34256,6.4188,99,144
42.329,42.329,43.798,31846,9.7644,91,194
41.83,41.83,42.814,30859,11.3,91,194
41.331,41.331,42.809,30135,6.8072,91,194
41.331,41.825,44.273,29424,3.365,91,194
44.267,44.753,45.719,29591,1.7324,91,194
46.68,47.159,47.636,30097,7.8889,91,194
47.63,48.106,48.58,30873,15.002,91,194
45.713,45.713,47.153,30787,15.776,91,194
42.797,43.287,47.63,31125,9.7227,91,194
40.326,40.326,42.797,33038,5.4567,91,194
38.83,39.332,39.833,32751,4.4189,98,198
36.803,37.312,37.82,33556,8.794,98,198
37.317,37.317,39.338,32807,11.13,98,198
37.317,37.825,39.338,32214,13.003,98,198
38.331,38.835,39.338,32614,9.6747,98,198
39.838,40.337,41.825,32053,9.0348,98,198
50.028,50.457,54.279,69418,28.947,304,86
50.886,51.313,52.59,69622,27.071,304,86
51.313,51.74,54.7,74425,25.311,304,86
44.352,44.352,46.994,77715,23.262,304,86
42.578,43.026,43.918,76796,22.641,304,86
41.667,42.118,43.015,74961,22.072,304,86
42.107,42.107,43.004,76977,22.415,304,86
43.015,43.462,44.795,75249,23.622,304,86
44.352,44.795,46.556,71006,23.739,304,86
43.462,43.462,45.237,75725,20.243,304,86
43.015,43.015,45.237,77422,14.788,330,50
43.473,43.473,45.689,73535,12.544,330,50
43.462,43.462,46.118,73022,12.223,330,50
43.462,43.462,45.237,72806,10.304,330,50
43.907,44.352,46.118,70649,10.936,330,50
43.907,44.352,48.3,67758,9.4283,330,50
44.352,44.795,48.734,62992,11.748,330,50
44.795,44.795,50.457,94460,9.8214,330,50
42.128,42.128,45.248,95104,8.3944,330,50
41.667,42.118,45.678,73385,7.2717,330,50
41.225,41.677,43.473,73068,9.201,314,87
42.118,42.567,43.015,65807,10.992,314,87
42.118,42.118,44.795,55259,8.7191,314,87
41.215,41.667,43.462,53954,8.0826,314,87
40.308,40.762,43.462,52997,6.7055,314,87
41.225,41.677,43.026,51690,9.1632,314,87
43.473,43.918,45.248,41314,8.4434,314,87
46.129,46.568,55.551,37858,8.996,314,87
45.678,46.118,52.165,35220,6.1084,314,87
46.994,46.994,48.734,40413,7.8952,314,87
46.119,46.558,50.887,43338,6.7896,215,213
22.125,22.125,23.118,47069,2.8008,14,10
21.112,21.616,22.117,39889,2.1262,14,10
23.603,24.092,24.579,37585,1.7911,14,10
15.333,15.881,16.963,38437,3.1264,14,10
15.343,15.892,16.975,43624,3.4282,14,10
14.794,15.348,15.897,41439,4.932,23,63
14.239,14.239,15.353,39504,3.5761,23,63
13.678,14.244,16.452,39187,4.2002,23,63
13.687,13.687,15.369,40143,5.4419,23,63
14.819,14.819,16.469,35775,8.4976,23,63
14.824,15.379,17.014,27069,8.1596,23,63
14.834,15.389,15.94,24147,6.9549,23,63
14.839,15.395,18.1,23607,4.1222,23,63
14.839,14.839,17.568,23933,2.6335,23,63
14.282,14.844,15.95,23893,1.2828,23,63
17.573,17.573,18.633,24037,1.0468,28,80
19.157,19.157,21.724,23681,0.46445,28,80
16.501,16.501,18.111,23095,1.4316,28,80
14.281,14.281,14.843,22880,2.1016,28,80
13.709,14.277,14.838,22939,1.9969,28,80
15.384,15.384,17.019,23131,0.046776,28,80
14.818,14.818,15.923,23527,0.075829,28,80
14.253,14.253,15.918,23510,1.9887,28,80
13.682,13.682,15.363,23730,3.2765,28,80
14.243,14.243,15.358,23788,3.0258,32,129
15.358,15.907,19.106,24204,3.379,32,129
15.358,15.358,18.583,68164,1.2848,32,129
14.229,14.789,16.974,95280,2.484,32,129
13.659,13.659,14.784,94889,0.9195,32,129
13.65,14.215,14.774,1.1145e+05,3.7374,32,129
15.862,17.41,20.89,27756,10.786,16,90
15.856,15.856,17.403,33362,10.347,16,90
14.268,14.268,15.331,37924,11.002,16,90
16.897,16.897,17.917,38540,10.158,16,90
15.855,16.375,17.402,39403,11.886,16,90
13.732,14.272,16.381,43209,11.043,16,90
13.738,13.738,15.343,31247,9.7963,16,90
14.272,14.807,14.807,33638,6.2148,16,90
14.278,14.278,15.867,54164,4.6095,16,90
14.272,14.272,15.336,91387,4.1891,16,90
15.867,15.867,16.904,1.0947e+05,2.752,29,68
15.867,15.867,17.924,1.1264e+05,2.9824,29,68
14.284,14.284,15.349,1.186e+05,3.0549,29,68
16.401,16.401,16.401,1.1831e+05,3.4542,29,68
16.414,16.93,16.93,1.0528e+05,0.27388,29,68
16.427,16.944,16.944,99904,2.5895,29,68
18.486,18.486,18.486,1.0513e+05,0.84714,29,68
17.484,17.484,17.484,62638,2.6246,29,68
13.258,13.807,14.35,60837,0.24906,29,68
15.426,15.953,16.995,80276,0.39341,29,68
18.035,18.542,23.435,90834,0.99704,30,130
15.966,16.489,18.542,87924,1.6975,30,130
15.966,16.489,17.009,84656,2.533,30,130
15.966,15.966,18.035,75893,1.3722,30,130
12.142,12.142,13.807,1.0483e+05,1.0645,25,127
11.574,12.142,12.704,1.186e+05,0.97282,25,127
41.297,41.75,43.1,57797,7.814,164,154
41.297,41.75,43.548,62531,6.6652,164,154
42.191,42.191,43.984,70832,11.806,164,154
43.515,43.515,44.85,71688,17.921,164,154
43.047,43.494,46.152,91260,24.541,164,154
40.327,40.327,43.036,1.1847e+05,23.32,164,154
38.465,38.465,39.841,1.1324e+05,24.176,164,154
37.531,37.531,39.374,1.1238e+05,24.902,177,162
32.348,32.348,35.107,93480,3.4091,21,88
33.745,33.745,35.572,63840,5.1901,25,54
33.314,33.775,35.149,49403,7.12,25,54
31.93,32.397,33.324,40262,7.3401,25,54
31.018,31.488,32.424,38689,7.0432,25,54
31.507,31.976,34.295,45259,5.0178,25,54
32.918,32.918,35.676,95104,3.5277,25,54
32.938,32.938,36.152,83926,2.194,25,54
32.014,32.481,36.162,47887,2.7588,25,54
32.491,32.957,36.173,42578,4.8396,25,54
32.491,32.957,35.262,44634,6.3521,25,54
31.073,31.544,32.481,44452,6.1902,56,71
30.608,30.608,31.082,44919,4.0424,56,71
31.073,31.544,32.481,45959,2.2898,56,71
